symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,price,city-km/L,highway-km/L,length-cm,width-cm,height-cm,bin-horsepower,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo
3,122,alfa-romero,two,convertible,rwd,front,88.6,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111,5000.0,13495.0,8.924999999999999,11.475,0.8111484863046613,0.8902777777777777,0.8160535117056856,little,False,True,True,False
3,122,alfa-romero,two,convertible,rwd,front,88.6,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111,5000.0,16500.0,8.924999999999999,11.475,0.8111484863046613,0.8902777777777777,0.8160535117056856,little,False,True,True,False
1,122,alfa-romero,two,hatchback,rwd,front,94.5,2823,ohcv,six,152,mpfi,2.68,3.47,9.0,154,5000.0,16500.0,8.075,11.049999999999999,0.8226814031715521,0.9097222222222223,0.8762541806020068,medium,False,True,True,False
2,164,audi,four,sedan,fwd,front,99.8,2337,ohc,four,109,mpfi,3.19,3.4,10.0,102,5500.0,13950.0,10.2,12.75,0.8486304661220567,0.9194444444444444,0.9080267558528428,little,False,True,True,False
2,164,audi,four,sedan,4wd,front,99.4,2824,ohc,five,136,mpfi,3.19,3.4,8.0,115,5500.0,17450.0,7.6499999999999995,9.35,0.8486304661220567,0.9222222222222223,0.9080267558528428,little,False,True,True,False
2,122,audi,two,sedan,fwd,front,99.8,2507,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,15250.0,8.075,10.625,0.8519942335415667,0.9208333333333333,0.8879598662207357,little,False,True,True,False
1,158,audi,four,sedan,fwd,front,105.8,2844,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,17710.0,8.075,10.625,0.9259971167707833,0.9916666666666668,0.931438127090301,little,False,True,True,False
1,122,audi,four,wagon,fwd,front,105.8,2954,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,18920.0,8.075,10.625,0.9259971167707833,0.9916666666666668,0.931438127090301,little,False,True,True,False
1,158,audi,four,sedan,fwd,front,105.8,3086,ohc,five,131,mpfi,3.13,3.4,8.3,140,5500.0,23875.0,7.225,8.5,0.9259971167707833,0.9916666666666668,0.9347826086956521,medium,False,True,False,True
2,192,bmw,two,sedan,rwd,front,101.2,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101,5800.0,16430.0,9.775,12.325,0.8495915425276311,0.8999999999999999,0.9080267558528428,little,False,True,True,False
0,192,bmw,four,sedan,rwd,front,101.2,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101,5800.0,16925.0,9.775,12.325,0.8495915425276311,0.8999999999999999,0.9080267558528428,little,False,True,True,False
0,188,bmw,two,sedan,rwd,front,101.2,2710,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250.0,20970.0,8.924999999999999,11.9,0.8495915425276311,0.8999999999999999,0.9080267558528428,medium,False,True,True,False
0,188,bmw,four,sedan,rwd,front,101.2,2765,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250.0,21105.0,8.924999999999999,11.9,0.8495915425276311,0.8999999999999999,0.9080267558528428,medium,False,True,True,False
1,122,bmw,four,sedan,rwd,front,103.5,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250.0,24565.0,8.5,10.625,0.9082172032676599,0.9291666666666668,0.931438127090301,medium,False,True,True,False
0,122,bmw,four,sedan,rwd,front,103.5,3230,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400.0,30760.0,6.8,9.35,0.9082172032676599,0.9291666666666668,0.931438127090301,medium,False,True,True,False
0,122,bmw,two,sedan,rwd,front,103.5,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400.0,41315.0,6.8,9.35,0.9312830370014417,0.9430555555555556,0.8979933110367893,medium,False,True,True,False
0,122,bmw,four,sedan,rwd,front,110.0,3505,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400.0,36880.0,6.375,8.5,0.9466602594906296,0.9847222222222223,0.9414715719063544,medium,False,True,True,False
2,121,chevrolet,two,hatchback,fwd,front,88.4,1488,l,three,61,2bbl,2.91,3.03,9.5,48,5100.0,5151.0,19.974999999999998,22.525,0.6780394041326286,0.8375,0.8896321070234114,little,False,True,True,False
1,98,chevrolet,two,hatchback,fwd,front,94.5,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400.0,6295.0,16.15,18.275,0.7491590581451227,0.8833333333333334,0.8695652173913044,little,False,True,True,False
0,81,chevrolet,four,sedan,fwd,front,94.5,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400.0,6575.0,16.15,18.275,0.7630946660259492,0.8833333333333334,0.8695652173913044,little,False,True,True,False
1,118,dodge,two,hatchback,fwd,front,93.7,1876,ohc,four,90,2bbl,2.97,3.23,9.41,68,5500.0,5572.0,15.725,17.425,0.7558865929841424,0.8861111111111111,0.8494983277591972,little,False,True,True,False
1,118,dodge,two,hatchback,fwd,front,93.7,1876,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,6377.0,13.174999999999999,16.15,0.7558865929841424,0.8861111111111111,0.8494983277591972,little,False,True,True,False
1,118,dodge,two,hatchback,fwd,front,93.7,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102,5500.0,7957.0,10.2,12.75,0.7558865929841424,0.8861111111111111,0.8494983277591972,little,False,True,False,True
1,148,dodge,four,hatchback,fwd,front,93.7,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,6229.0,13.174999999999999,16.15,0.7558865929841424,0.8861111111111111,0.8461538461538461,little,False,True,True,False
1,148,dodge,four,sedan,fwd,front,93.7,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,6692.0,13.174999999999999,16.15,0.7558865929841424,0.8861111111111111,0.8461538461538461,little,False,True,True,False
1,148,dodge,four,sedan,fwd,front,93.7,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,7609.0,13.174999999999999,16.15,0.7558865929841424,0.8861111111111111,0.8461538461538461,little,False,True,True,False
1,148,dodge,four,sedan,fwd,front,93.7,2191,ohc,four,98,mpfi,3.03,3.39,7.6,102,5500.0,8558.0,10.2,12.75,0.7558865929841424,0.8861111111111111,0.8461538461538461,little,False,True,False,True
-1,110,dodge,four,wagon,fwd,front,103.3,2535,ohc,four,122,2bbl,3.34,3.46,8.5,88,5000.0,8921.0,10.2,12.75,0.8390197020663143,0.8972222222222221,1.0,little,False,True,True,False
3,145,dodge,two,hatchback,fwd,front,95.9,2811,ohc,four,156,mfi,3.6,3.9,7.0,145,5000.0,12964.0,8.075,10.2,0.8322921672272946,0.9208333333333333,0.8394648829431439,medium,False,True,False,True
2,137,honda,two,hatchback,fwd,front,86.6,1713,ohc,four,92,1bbl,2.91,3.41,9.6,58,4800.0,6479.0,20.825,22.95,0.6948582412301778,0.8875000000000001,0.8494983277591972,little,False,True,True,False
2,137,honda,two,hatchback,fwd,front,86.6,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000.0,6855.0,13.174999999999999,16.15,0.6948582412301778,0.8875000000000001,0.8494983277591972,little,False,True,True,False
1,101,honda,two,hatchback,fwd,front,93.7,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60,5500.0,5399.0,16.15,17.849999999999998,0.7208073041806824,0.888888888888889,0.8795986622073579,little,False,True,True,False
1,101,honda,two,hatchback,fwd,front,93.7,1940,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000.0,6529.0,12.75,14.45,0.7208073041806824,0.888888888888889,0.8795986622073579,little,False,True,True,False
1,101,honda,two,hatchback,fwd,front,93.7,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000.0,7129.0,12.75,14.45,0.7208073041806824,0.888888888888889,0.8795986622073579,little,False,True,True,False
0,110,honda,four,sedan,fwd,front,96.5,2010,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000.0,7295.0,12.75,14.45,0.7851994233541567,0.888888888888889,0.911371237458194,little,False,True,True,False
0,78,honda,four,wagon,fwd,front,96.5,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76,6000.0,7295.0,12.75,14.45,0.754925516578568,0.8875000000000001,0.9749163879598662,little,False,True,True,False
0,106,honda,two,hatchback,fwd,front,96.5,2236,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800.0,7895.0,11.475,14.025,0.8049014896684287,0.9055555555555556,0.891304347826087,little,False,True,True,False
0,106,honda,two,hatchback,fwd,front,96.5,2289,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800.0,9095.0,11.475,14.025,0.8049014896684287,0.9055555555555556,0.891304347826087,little,False,True,True,False
0,85,honda,four,sedan,fwd,front,96.5,2304,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800.0,8845.0,11.475,14.025,0.8428640076886114,0.9055555555555556,0.9046822742474918,little,False,True,True,False
0,85,honda,four,sedan,fwd,front,96.5,2372,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800.0,10295.0,11.475,14.025,0.8428640076886114,0.8680555555555556,0.9046822742474918,little,False,True,True,False
0,85,honda,four,sedan,fwd,front,96.5,2465,ohc,four,110,mpfi,3.15,3.58,9.0,101,5800.0,12945.0,10.2,11.9,0.8428640076886114,0.9055555555555556,0.9046822742474918,little,False,True,True,False
1,107,honda,two,sedan,fwd,front,96.5,2293,ohc,four,110,2bbl,3.15,3.58,9.1,100,5500.0,10345.0,10.625,13.174999999999999,0.8125901009130226,0.9166666666666667,0.8528428093645485,little,False,True,True,False
0,122,isuzu,four,sedan,rwd,front,94.3,2337,ohc,four,111,2bbl,3.31,3.23,8.5,78,4800.0,6785.0,10.2,12.325,0.8202787121576165,0.8583333333333334,0.8946488294314382,little,False,True,True,False
2,122,isuzu,two,hatchback,rwd,front,96.0,2734,ohc,four,119,spfi,3.43,3.23,9.2,90,5000.0,11048.0,10.2,12.325,0.8294089380105719,0.9055555555555556,0.8595317725752509,little,False,True,True,False
0,145,jaguar,four,sedan,rwd,front,113.0,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,4750.0,32250.0,6.375,8.075,0.9591542527630947,0.9666666666666667,0.882943143812709,medium,False,True,True,False
0,122,jaguar,four,sedan,rwd,front,113.0,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,4750.0,35550.0,6.375,8.075,0.9591542527630947,0.9666666666666667,0.882943143812709,medium,False,True,True,False
0,122,jaguar,two,sedan,rwd,front,102.0,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262,5000.0,36000.0,5.5249999999999995,7.225,0.921191734742912,0.9805555555555555,0.7993311036789298,high,False,True,True,False
1,104,mazda,two,hatchback,fwd,front,93.1,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000.0,5195.0,12.75,13.174999999999999,0.7645362806343105,0.8916666666666667,0.9046822742474918,little,False,True,True,False
1,104,mazda,two,hatchback,fwd,front,93.1,1900,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000.0,6095.0,13.174999999999999,16.15,0.7645362806343105,0.8916666666666667,0.9046822742474918,little,False,True,True,False
1,104,mazda,two,hatchback,fwd,front,93.1,1905,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000.0,6795.0,13.174999999999999,16.15,0.7645362806343105,0.8916666666666667,0.9046822742474918,little,False,True,True,False
1,113,mazda,four,sedan,fwd,front,93.1,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000.0,6695.0,13.174999999999999,16.15,0.801537722248919,0.8916666666666667,0.9046822742474918,little,False,True,True,False
1,113,mazda,four,sedan,fwd,front,93.1,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68,5000.0,7395.0,13.174999999999999,16.15,0.801537722248919,0.8916666666666667,0.9046822742474918,little,False,True,True,False
3,150,mazda,two,hatchback,rwd,front,95.3,2380,rotor,two,70,4bbl,3.3297512437810943,3.255422885572139,9.4,101,6000.0,10945.0,7.225,9.775,0.8121095627102355,0.9125000000000001,0.8294314381270904,little,False,True,True,False
3,150,mazda,two,hatchback,rwd,front,95.3,2380,rotor,two,70,4bbl,3.3297512437810943,3.255422885572139,9.4,101,6000.0,11845.0,7.225,9.775,0.8121095627102355,0.9125000000000001,0.8294314381270904,little,False,True,True,False
3,150,mazda,two,hatchback,rwd,front,95.3,2385,rotor,two,70,4bbl,3.3297512437810943,3.255422885572139,9.4,101,6000.0,13645.0,7.225,9.775,0.8121095627102355,0.9125000000000001,0.8294314381270904,little,False,True,True,False
3,150,mazda,two,hatchback,rwd,front,95.3,2500,rotor,two,80,mpfi,3.3297512437810943,3.255422885572139,9.4,135,6000.0,15645.0,6.8,9.775,0.8121095627102355,0.9125000000000001,0.8294314381270904,medium,False,True,True,False
1,129,mazda,two,hatchback,fwd,front,98.8,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800.0,8845.0,11.049999999999999,13.6,0.8543969245555023,0.9236111111111112,0.8979933110367893,little,False,True,True,False
0,115,mazda,four,sedan,fwd,front,98.8,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800.0,8495.0,11.049999999999999,13.6,0.8543969245555023,0.9236111111111112,0.9280936454849499,little,False,True,True,False
1,129,mazda,two,hatchback,fwd,front,98.8,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800.0,10595.0,11.049999999999999,13.6,0.8543969245555023,0.9236111111111112,0.8979933110367893,little,False,True,True,False
0,115,mazda,four,sedan,fwd,front,98.8,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800.0,10245.0,11.049999999999999,13.6,0.8543969245555023,0.9236111111111112,0.9280936454849499,little,False,True,True,False
0,122,mazda,four,sedan,fwd,front,98.8,2443,ohc,four,122,idi,3.39,3.39,22.7,64,4650.0,10795.0,15.299999999999999,17.849999999999998,0.8543969245555023,0.9236111111111112,0.9280936454849499,little,True,False,True,False
0,115,mazda,four,hatchback,fwd,front,98.8,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800.0,11245.0,11.049999999999999,13.6,0.8543969245555023,0.9236111111111112,0.9280936454849499,little,False,True,True,False
0,118,mazda,four,sedan,rwd,front,104.9,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120,5000.0,18280.0,8.075,11.475,0.8409418548774629,0.9180555555555554,0.9096989966555183,medium,False,True,True,False
0,122,mazda,four,sedan,rwd,front,104.9,2700,ohc,four,134,idi,3.43,3.64,22.0,72,4200.0,18344.0,13.174999999999999,16.575,0.8409418548774629,0.9180555555555554,0.9096989966555183,little,True,False,True,False
-1,93,mercedes-benz,four,sedan,rwd,front,110.0,3515,ohc,five,183,idi,3.58,3.64,21.5,123,4350.0,25552.0,9.35,10.625,0.9173474291206152,0.9763888888888889,0.9448160535117056,medium,True,False,False,True
-1,93,mercedes-benz,four,wagon,rwd,front,110.0,3750,ohc,five,183,idi,3.58,3.64,21.5,123,4350.0,28248.0,9.35,10.625,0.9173474291206152,0.9763888888888889,0.9816053511705687,medium,True,False,False,True
0,93,mercedes-benz,two,hardtop,rwd,front,106.7,3495,ohc,five,183,idi,3.58,3.64,21.5,123,4350.0,28176.0,9.35,10.625,0.901009130225853,0.9763888888888889,0.9180602006688964,medium,True,False,False,True
-1,93,mercedes-benz,four,sedan,rwd,front,115.6,3770,ohc,five,183,idi,3.58,3.64,21.5,123,4350.0,31600.0,9.35,10.625,0.9735703988467085,0.9958333333333335,0.9414715719063544,medium,True,False,False,True
-1,122,mercedes-benz,four,sedan,rwd,front,115.6,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750.0,34184.0,6.8,7.6499999999999995,0.9735703988467085,0.9958333333333335,0.9448160535117056,medium,False,True,True,False
3,142,mercedes-benz,two,convertible,rwd,front,96.6,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750.0,35056.0,6.8,7.6499999999999995,0.8664103796251804,0.9791666666666666,0.8494983277591972,medium,False,True,True,False
0,122,mercedes-benz,four,sedan,rwd,front,120.9,3900,ohcv,eight,308,mpfi,3.8,3.35,8.0,184,4500.0,40960.0,5.95,6.8,1.0,0.9958333333333335,0.9481605351170569,medium,False,True,True,False
1,122,mercedes-benz,two,hardtop,rwd,front,112.0,3715,ohcv,eight,304,mpfi,3.8,3.35,8.0,184,4500.0,45400.0,5.95,6.8,0.9572320999519461,1.0,0.9264214046822743,medium,False,True,True,False
1,122,mercury,two,hatchback,rwd,front,102.7,2910,ohc,four,140,mpfi,3.78,3.12,8.0,175,5000.0,16503.0,8.075,10.2,0.857280153772225,0.9444444444444444,0.9163879598662208,medium,False,True,False,True
2,161,mitsubishi,two,hatchback,fwd,front,93.7,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500.0,5389.0,15.725,17.425,0.7558865929841424,0.8944444444444446,0.8494983277591972,little,False,True,True,False
2,161,mitsubishi,two,hatchback,fwd,front,93.7,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500.0,6189.0,13.174999999999999,16.15,0.7558865929841424,0.8944444444444446,0.8494983277591972,little,False,True,True,False
2,161,mitsubishi,two,hatchback,fwd,front,93.7,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500.0,6669.0,13.174999999999999,16.15,0.7558865929841424,0.8944444444444446,0.8494983277591972,little,False,True,True,False
1,161,mitsubishi,two,hatchback,fwd,front,93.0,2145,ohc,four,98,spdi,3.03,3.39,7.6,102,5500.0,7689.0,10.2,12.75,0.7558865929841424,0.8861111111111111,0.8494983277591972,little,False,True,False,True
3,153,mitsubishi,two,hatchback,fwd,front,96.3,2370,ohc,four,110,spdi,3.17,3.46,7.5,116,5500.0,9959.0,9.775,12.75,0.8313310908217204,0.9083333333333334,0.8260869565217391,little,False,True,False,True
3,153,mitsubishi,two,hatchback,fwd,front,96.3,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,8499.0,10.625,13.6,0.8313310908217204,0.9083333333333334,0.8260869565217391,little,False,True,True,False
3,122,mitsubishi,two,hatchback,fwd,front,95.9,2833,ohc,four,156,spdi,3.58,3.86,7.0,145,5000.0,12629.0,8.075,10.2,0.8322921672272946,0.9208333333333333,0.8394648829431439,medium,False,True,False,True
3,122,mitsubishi,two,hatchback,fwd,front,95.9,2921,ohc,four,156,spdi,3.59,3.86,7.0,145,5000.0,14869.0,8.075,10.2,0.8322921672272946,0.9208333333333333,0.8394648829431439,medium,False,True,False,True
3,122,mitsubishi,two,hatchback,fwd,front,95.9,2926,ohc,four,156,spdi,3.59,3.86,7.0,145,5000.0,14489.0,8.075,10.2,0.8322921672272946,0.9208333333333333,0.8394648829431439,medium,False,True,False,True
1,125,mitsubishi,four,sedan,fwd,front,96.3,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,6989.0,10.625,13.6,0.8284478616049977,0.9083333333333334,0.862876254180602,little,False,True,True,False
1,125,mitsubishi,four,sedan,fwd,front,96.3,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,8189.0,10.625,13.6,0.8284478616049977,0.9083333333333334,0.862876254180602,little,False,True,True,False
1,125,mitsubishi,four,sedan,fwd,front,96.3,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500.0,9279.0,9.775,12.75,0.8284478616049977,0.9083333333333334,0.862876254180602,little,False,True,False,True
-1,137,mitsubishi,four,sedan,fwd,front,96.3,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500.0,9279.0,9.775,12.75,0.8284478616049977,0.9083333333333334,0.862876254180602,little,False,True,True,False
1,128,nissan,two,sedan,fwd,front,94.5,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,5499.0,13.174999999999999,15.725,0.7943296492071121,0.8861111111111111,0.911371237458194,little,False,True,True,False
1,128,nissan,two,sedan,fwd,front,94.5,2017,ohc,four,103,idi,2.99,3.47,21.9,55,4800.0,7099.0,19.125,21.25,0.7943296492071121,0.8861111111111111,0.911371237458194,little,True,False,True,False
1,128,nissan,two,sedan,fwd,front,94.5,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,6649.0,13.174999999999999,15.725,0.7943296492071121,0.8861111111111111,0.911371237458194,little,False,True,True,False
1,122,nissan,four,sedan,fwd,front,94.5,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,6849.0,13.174999999999999,15.725,0.7943296492071121,0.8861111111111111,0.911371237458194,little,False,True,True,False
1,103,nissan,four,wagon,fwd,front,94.5,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,7349.0,13.174999999999999,15.725,0.817876021143681,0.8861111111111111,0.8946488294314382,little,False,True,True,False
1,128,nissan,two,sedan,fwd,front,94.5,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,7299.0,13.174999999999999,15.725,0.7943296492071121,0.8861111111111111,0.911371237458194,little,False,True,True,False
1,128,nissan,two,hatchback,fwd,front,94.5,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,7799.0,13.174999999999999,15.725,0.7957712638154734,0.8861111111111111,0.891304347826087,little,False,True,True,False
1,122,nissan,four,sedan,fwd,front,94.5,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,7499.0,13.174999999999999,15.725,0.7943296492071121,0.8861111111111111,0.911371237458194,little,False,True,True,False
1,103,nissan,four,wagon,fwd,front,94.5,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,7999.0,13.174999999999999,15.725,0.817876021143681,0.8861111111111111,0.8946488294314382,little,False,True,True,False
2,168,nissan,two,hardtop,fwd,front,95.1,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,8249.0,13.174999999999999,15.725,0.7803940413262855,0.8861111111111111,0.891304347826087,little,False,True,True,False
0,106,nissan,four,hatchback,fwd,front,97.2,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200.0,8949.0,11.475,14.45,0.8332532436328689,0.9055555555555556,0.9147157190635453,little,False,True,True,False
0,106,nissan,four,sedan,fwd,front,97.2,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200.0,9549.0,11.475,14.45,0.8332532436328689,0.9055555555555556,0.9147157190635453,little,False,True,True,False
0,128,nissan,four,sedan,fwd,front,100.4,3095,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200.0,13499.0,7.225,9.35,0.8731379144642,0.9236111111111112,0.9214046822742475,medium,False,True,True,False
